Concentration A,Concentration B,Concentration C
0.191,0.2,0.609
0.076,0.086,0.838
0.066,0.081,0.853
0.195,0.117,0.688
0.19,0.073,0.737
0.174,0.174,0.652
0.038,0.21,0.752
0.066,0.139,0.795
0.217,0.182,0.601
0.125,0.056,0.819
0.194,0.063,0.743
0.085,0.094,0.821
0.051,0.014,0.935
0.18,0.189,0.631
0.08,0.208,0.712
0.047,0.013,0.94
0.12,0.014,0.866
0.199,0.173,0.628
0.152,0.165,0.683
0.163,0.042,0.795
0.169,0.142,0.689
0.034,0.168,0.798
0.066,0.138,0.796
0.069,0.101,0.83
0.09,0.153,0.757
0.018,0.069,0.913
0.191,0.152,0.657
0.108,0.024,0.868
0.095,0.091,0.814
0.039,0.201,0.76
0.029,0.195,0.776
0.204,0.128,0.668
0.211,0.059,0.73
0.088,0.169,0.743
0.145,0.151,0.704
0.128,0.128,0.744
0.196,0.136,0.668
0.051,0.126,0.823
0.061,0.161,0.778
0.174,0.135,0.691
0.093,0.16,0.747
0.03,0.114,0.856
0.205,0.126,0.669
0.175,0.025,0.8
0.103,0.176,0.721
0.202,0.026,0.772
0.087,0.209,0.704
0.194,0.016,0.79
0.1,0.206,0.694
0.022,0.064,0.914
0.206,0.078,0.716
0.066,0.201,0.733
0.07,0.168,0.762
0.124,0.107,0.769
0.087,0.124,0.789
0.141,0.115,0.744
0.028,0.141,0.831
0.092,0.115,0.793
0.184,0.02,0.796
0.148,0.203,0.649
0.16,0.199,0.641
0.121,0.136,0.743
0.153,0.041,0.806
0.17,0.034,0.796
0.183,0.052,0.765
0.145,0.167,0.688
0.15,0.161,0.689
0.169,0.047,0.784
0.028,0.162,0.81
0.028,0.035,0.937
0.168,0.114,0.718
0.142,0.192,0.666
0.173,0.094,0.733
0.039,0.211,0.75
0.19,0.024,0.786
0.152,0.031,0.817
0.046,0.032,0.922
0.095,0.206,0.699
0.035,0.207,0.758
0.035,0.086,0.879
0.09,0.168,0.742
0.101,0.036,0.863
0.202,0.176,0.622
0.191,0.04,0.769
0.171,0.143,0.686
0.174,0.102,0.724
0.14,0.2,0.66
0.07,0.146,0.784
0.058,0.129,0.813
0.138,0.153,0.709
0.144,0.09,0.766
0.107,0.058,0.835
0.021,0.164,0.815
0.073,0.02,0.907
0.121,0.013,0.866
0.047,0.219,0.734
0.192,0.061,0.747
0.047,0.192,0.761
0.063,0.018,0.919
0.027,0.059,0.914
0.048,0.193,0.759
0.131,0.19,0.679
0.094,0.057,0.849
0.16,0.162,0.678
0.02,0.108,0.872
0.089,0.135,0.776
0.184,0.12,0.696
0.061,0.199,0.74
0.157,0.212,0.631
0.179,0.04,0.781
0.179,0.073,0.748
0.155,0.046,0.799
0.051,0.168,0.781
0.198,0.205,0.597
0.105,0.209,0.686
0.112,0.116,0.772
0.047,0.217,0.736
0.088,0.217,0.695
0.196,0.13,0.674
0.078,0.196,0.726
0.079,0.19,0.731
0.158,0.02,0.822
0.011,0.079,0.91
0.063,0.112,0.825
0.063,0.124,0.813
0.134,0.101,0.765
0.024,0.193,0.783
0.03,0.179,0.791
0.119,0.034,0.847
0.169,0.158,0.673
0.031,0.07,0.899
0.076,0.098,0.826
0.18,0.063,0.757
0.052,0.194,0.754
0.194,0.038,0.768
0.079,0.13,0.791
0.083,0.112,0.805
0.015,0.018,0.967
0.136,0.212,0.652
0.034,0.096,0.87
0.123,0.131,0.746
0.205,0.093,0.702
0.185,0.173,0.642
0.175,0.06,0.765
0.063,0.209,0.728
0.011,0.077,0.912
0.07,0.035,0.895
0.07,0.083,0.847
0.081,0.185,0.734
0.115,0.214,0.671
0.21,0.046,0.744
0.164,0.078,0.758
0.165,0.101,0.734
0.123,0.079,0.798
0.175,0.026,0.799
0.084,0.19,0.726
0.112,0.194,0.694
0.165,0.027,0.808
0.011,0.079,0.91
0.176,0.043,0.781
0.22,0.116,0.664
0.172,0.121,0.707
0.189,0.174,0.637
0.087,0.125,0.788
0.198,0.142,0.66
0.154,0.176,0.67
0.026,0.158,0.816
0.152,0.146,0.702
0.049,0.195,0.756
0.081,0.116,0.803
0.116,0.118,0.766
0.134,0.095,0.771
0.043,0.064,0.893
0.054,0.101,0.845
0.178,0.144,0.678
0.177,0.176,0.647
0.159,0.199,0.642
0.083,0.195,0.722
0.213,0.177,0.61
0.071,0.199,0.73
0.104,0.189,0.707
0.191,0.126,0.683
0.122,0.101,0.777
0.202,0.125,0.673
0.139,0.043,0.818
0.127,0.151,0.722
0.073,0.179,0.748
0.085,0.091,0.824
0.122,0.198,0.68
0.115,0.1,0.785
0.033,0.021,0.946
0.125,0.119,0.756
0.131,0.024,0.845
0.082,0.118,0.8
0.083,0.131,0.786
0.109,0.133,0.758
0.118,0.164,0.718
0.15,0.202,0.648
0.075,0.154,0.771
0.109,0.122,0.769
0.018,0.204,0.778
0.044,0.157,0.799
0.074,0.206,0.72
0.163,0.108,0.729
0.118,0.097,0.785
0.089,0.058,0.853
0.173,0.032,0.795
0.051,0.143,0.806
0.05,0.12,0.83
0.119,0.109,0.772
0.166,0.047,0.787
0.091,0.047,0.862
0.164,0.105,0.731
0.174,0.041,0.785
0.183,0.192,0.625
0.201,0.029,0.77
0.082,0.187,0.731
0.161,0.139,0.7
0.124,0.162,0.714
0.212,0.023,0.765
0.215,0.137,0.648
0.126,0.11,0.764
0.171,0.142,0.687
0.022,0.028,0.95
0.066,0.082,0.852
0.146,0.137,0.717
0.13,0.143,0.727
0.024,0.049,0.927
0.051,0.168,0.781
0.099,0.055,0.846
0.06,0.158,0.782
0.024,0.109,0.867
0.069,0.101,0.83
0.088,0.168,0.744
0.057,0.04,0.903
0.1,0.054,0.846
0.088,0.145,0.767
0.171,0.198,0.631
0.039,0.197,0.764
0.088,0.202,0.71
0.015,0.125,0.86
0.024,0.15,0.826
0.174,0.129,0.697
0.068,0.117,0.815
0.059,0.028,0.913
0.057,0.053,0.89
0.103,0.196,0.701
0.191,0.092,0.717
0.177,0.013,0.81
0.03,0.189,0.781
0.104,0.104,0.792
0.086,0.175,0.739
0.186,0.169,0.645
0.098,0.155,0.747
0.022,0.161,0.817
0.167,0.11,0.723
0.18,0.062,0.758
0.115,0.039,0.846
0.132,0.171,0.697
0.189,0.066,0.745
0.017,0.027,0.956
0.196,0.045,0.759
0.16,0.2,0.64
0.133,0.047,0.82
0.054,0.021,0.925
0.156,0.032,0.812
0.047,0.19,0.763
0.033,0.067,0.9
0.024,0.214,0.762
0.182,0.21,0.608
0.137,0.144,0.719
0.194,0.055,0.751
0.132,0.208,0.66
0.116,0.024,0.86
0.077,0.177,0.746
0.046,0.111,0.843
0.122,0.204,0.674
0.181,0.149,0.67
0.153,0.137,0.71
0.2,0.129,0.671
0.07,0.047,0.883
0.185,0.03,0.785
0.058,0.155,0.787
0.012,0.211,0.777
0.089,0.191,0.72
0.016,0.011,0.973
0.052,0.217,0.731
0.208,0.028,0.764
0.088,0.063,0.849
0.135,0.069,0.796
0.077,0.18,0.743
0.11,0.152,0.738
0.127,0.197,0.676
0.015,0.136,0.849
0.199,0.131,0.67
0.035,0.208,0.757
0.155,0.015,0.83
0.08,0.077,0.843
0.191,0.069,0.74
0.023,0.051,0.926
0.157,0.124,0.719
0.193,0.075,0.732
0.215,0.138,0.647
0.215,0.023,0.762
0.165,0.185,0.65
0.166,0.174,0.66
0.198,0.119,0.683
0.165,0.07,0.765
0.2,0.037,0.763
0.128,0.043,0.829
0.2,0.188,0.612
0.181,0.171,0.648
0.054,0.138,0.808
0.212,0.062,0.726
0.088,0.118,0.794
0.113,0.201,0.686
0.03,0.083,0.887
0.053,0.072,0.875
0.191,0.026,0.783
0.083,0.199,0.718
0.131,0.144,0.725
0.087,0.094,0.819
0.162,0.043,0.795
0.022,0.106,0.872
0.165,0.022,0.813
0.053,0.067,0.88
0.191,0.037,0.772
0.042,0.145,0.813
0.209,0.093,0.698
0.023,0.134,0.843
0.16,0.112,0.728
0.059,0.152,0.789
0.056,0.191,0.753
0.137,0.147,0.716
0.085,0.064,0.851
0.096,0.104,0.8
0.14,0.082,0.778
0.115,0.15,0.735
0.183,0.183,0.634
0.044,0.083,0.873
0.182,0.156,0.662
0.124,0.133,0.743
0.181,0.13,0.689
0.143,0.129,0.728
0.13,0.208,0.662
0.045,0.194,0.761
0.135,0.207,0.658
0.18,0.029,0.791
0.156,0.021,0.823
0.157,0.041,0.802
0.126,0.049,0.825
0.177,0.153,0.67
0.017,0.066,0.917
0.209,0.06,0.731
0.179,0.071,0.75
0.124,0.168,0.708
0.016,0.03,0.954
0.203,0.066,0.731
0.152,0.071,0.777
0.148,0.101,0.751
0.192,0.175,0.633
0.08,0.087,0.833
0.174,0.123,0.703
0.091,0.072,0.837
0.123,0.18,0.697
0.06,0.062,0.878
0.022,0.215,0.763
0.105,0.197,0.698
0.073,0.165,0.762
0.047,0.112,0.841
0.044,0.123,0.833
0.151,0.07,0.779
0.032,0.052,0.916
0.195,0.147,0.658
0.023,0.21,0.767
0.177,0.186,0.637
0.215,0.04,0.745
0.053,0.173,0.774
0.14,0.207,0.653
0.151,0.178,0.671
0.131,0.092,0.777
0.04,0.098,0.862
0.023,0.188,0.789
0.078,0.101,0.821
0.089,0.071,0.84
0.142,0.083,0.775
0.055,0.051,0.894
0.172,0.154,0.674
0.13,0.035,0.835
0.215,0.177,0.608
0.109,0.077,0.814
0.185,0.062,0.753
0.079,0.13,0.791
0.125,0.086,0.789
0.127,0.138,0.735
0.075,0.168,0.757
0.176,0.125,0.699
0.08,0.035,0.885
0.197,0.206,0.597
0.023,0.205,0.772
0.089,0.157,0.754
0.143,0.199,0.658
0.02,0.054,0.926
0.079,0.113,0.808
0.061,0.151,0.788
0.097,0.046,0.857
0.188,0.126,0.686
0.029,0.088,0.883
0.056,0.177,0.767
0.087,0.198,0.715
0.059,0.085,0.856
0.11,0.048,0.842
0.107,0.133,0.76
0.161,0.018,0.821
0.024,0.152,0.824
0.201,0.135,0.664
0.106,0.146,0.748
0.213,0.091,0.696
0.212,0.201,0.587
0.031,0.143,0.826
0.134,0.13,0.736
0.197,0.065,0.738
0.08,0.029,0.891
0.097,0.155,0.748
0.117,0.06,0.823
0.091,0.094,0.815
0.1,0.058,0.842
0.194,0.049,0.757
0.05,0.173,0.777
0.171,0.145,0.684
0.22,0.196,0.584
0.164,0.076,0.76
0.058,0.076,0.866
0.039,0.182,0.779
0.176,0.155,0.669
0.115,0.054,0.831
0.065,0.067,0.868
0.157,0.171,0.672
0.075,0.124,0.801
0.139,0.03,0.831
0.117,0.132,0.751
0.091,0.147,0.762
0.028,0.053,0.919
0.027,0.078,0.895
0.058,0.191,0.751
0.033,0.105,0.862
0.043,0.055,0.902
0.071,0.128,0.801
0.029,0.096,0.875
0.047,0.128,0.825
0.158,0.204,0.638
0.141,0.015,0.844
0.118,0.122,0.76
0.184,0.022,0.794
0.187,0.051,0.762
0.05,0.121,0.829
0.12,0.141,0.739
0.185,0.115,0.7
0.136,0.073,0.791
0.188,0.107,0.705
0.185,0.09,0.725
0.196,0.104,0.7
0.094,0.144,0.762
0.05,0.034,0.916
0.117,0.068,0.815
0.1,0.05,0.85
0.091,0.037,0.872
0.201,0.035,0.764
0.053,0.153,0.794
0.085,0.153,0.762
0.177,0.176,0.647
0.055,0.147,0.798
0.053,0.174,0.773
0.041,0.109,0.85
0.164,0.049,0.787
0.019,0.047,0.934
0.158,0.111,0.731
0.021,0.138,0.841
0.079,0.134,0.787
0.091,0.031,0.878
0.17,0.199,0.631
0.168,0.057,0.775
0.07,0.137,0.793
0.088,0.016,0.896
0.027,0.051,0.922
0.132,0.184,0.684
0.133,0.075,0.792
0.089,0.189,0.722
0.124,0.172,0.704
0.06,0.048,0.892
0.072,0.113,0.815
0.09,0.169,0.741
0.101,0.087,0.812
0.195,0.1,0.705
0.134,0.174,0.692
0.054,0.138,0.808
0.03,0.027,0.943
0.041,0.192,0.767
0.038,0.034,0.928
0.117,0.043,0.84
0.181,0.105,0.714
0.138,0.177,0.685
0.185,0.061,0.754
0.068,0.032,0.9
0.115,0.083,0.802
0.1,0.068,0.832
0.154,0.106,0.74
0.161,0.102,0.737
0.168,0.192,0.64
0.128,0.069,0.803
0.013,0.03,0.957
0.043,0.094,0.863
0.148,0.032,0.82
0.089,0.196,0.715
0.206,0.053,0.741
0.093,0.114,0.793
0.137,0.189,0.674
0.146,0.091,0.763
0.139,0.027,0.834
0.157,0.071,0.772
0.078,0.075,0.847
0.114,0.09,0.796
0.208,0.199,0.593
0.145,0.049,0.806
0.13,0.157,0.713
0.053,0.026,0.921
0.156,0.027,0.817
0.037,0.142,0.821
0.023,0.206,0.771
0.159,0.167,0.674
0.08,0.03,0.89
0.174,0.196,0.63
0.199,0.066,0.735
0.057,0.047,0.896
0.201,0.044,0.755
0.029,0.026,0.945
0.037,0.13,0.833
0.18,0.201,0.619
0.169,0.153,0.678
0.117,0.012,0.871
0.104,0.066,0.83
0.032,0.022,0.946
0.041,0.151,0.808
0.07,0.174,0.756
0.109,0.131,0.76
0.148,0.107,0.745
0.184,0.144,0.672
0.142,0.088,0.77
0.176,0.052,0.772
0.016,0.173,0.811
0.052,0.182,0.766
0.151,0.104,0.745
0.04,0.011,0.949
0.067,0.153,0.78
0.063,0.199,0.738
0.061,0.205,0.734
0.044,0.113,0.843
0.12,0.171,0.709
0.079,0.074,0.847
0.176,0.152,0.672
0.034,0.111,0.855
0.205,0.167,0.628
0.038,0.119,0.843
0.057,0.068,0.875
0.112,0.073,0.815
0.206,0.143,0.651
0.024,0.096,0.88
0.068,0.019,0.913
0.184,0.054,0.762
0.076,0.111,0.813
0.101,0.024,0.875
0.111,0.074,0.815
0.202,0.149,0.649
0.191,0.205,0.604
0.205,0.204,0.591
0.104,0.094,0.802
0.171,0.145,0.684
0.011,0.128,0.861
0.174,0.068,0.758
0.13,0.16,0.71
0.148,0.159,0.693
0.038,0.085,0.877
0.17,0.015,0.815
0.189,0.101,0.71
0.085,0.22,0.695
0.035,0.185,0.78
0.137,0.2,0.663
0.139,0.181,0.68
0.047,0.207,0.746
0.19,0.152,0.658
0.06,0.172,0.768
0.183,0.11,0.707
0.15,0.1,0.75
0.076,0.133,0.791
0.08,0.152,0.768
0.058,0.045,0.897
0.045,0.116,0.839
0.087,0.102,0.811
0.166,0.029,0.805
0.181,0.042,0.777
0.021,0.074,0.905
0.119,0.122,0.759
0.123,0.114,0.763
0.013,0.049,0.938
0.177,0.055,0.768
0.122,0.187,0.691
0.057,0.157,0.786
0.208,0.099,0.693
0.124,0.127,0.749
0.17,0.154,0.676
0.13,0.054,0.816
0.181,0.204,0.615
0.09,0.119,0.791
0.17,0.176,0.654
0.169,0.026,0.805
0.157,0.063,0.78
0.03,0.171,0.799
0.085,0.208,0.707
0.207,0.032,0.761
0.176,0.208,0.616
0.079,0.02,0.901
0.069,0.096,0.835
0.152,0.076,0.772
0.122,0.09,0.788
0.175,0.163,0.662
0.168,0.182,0.65
0.21,0.161,0.629
0.157,0.022,0.821
0.026,0.12,0.854
0.175,0.06,0.765
0.056,0.053,0.891
0.05,0.064,0.886
0.062,0.203,0.735
0.062,0.22,0.718
0.035,0.145,0.82
0.099,0.106,0.795
0.093,0.195,0.712
0.068,0.129,0.803
0.126,0.075,0.799
0.026,0.18,0.794
0.071,0.185,0.744
0.071,0.071,0.858
0.167,0.142,0.691
0.061,0.086,0.853
0.036,0.031,0.933
0.084,0.117,0.799
0.078,0.201,0.721
0.124,0.089,0.787
0.133,0.114,0.753
0.175,0.022,0.803
0.184,0.026,0.79
0.079,0.154,0.767
0.111,0.155,0.734
0.062,0.014,0.924
0.063,0.039,0.898
0.075,0.091,0.834
0.041,0.099,0.86
0.103,0.013,0.884
0.124,0.096,0.78
0.185,0.07,0.745
0.19,0.105,0.705
0.147,0.045,0.808
0.028,0.219,0.753
0.156,0.116,0.728
0.094,0.179,0.727
0.103,0.063,0.834
0.156,0.103,0.741
0.047,0.126,0.827
0.065,0.153,0.782
0.087,0.195,0.718
0.043,0.078,0.879
0.079,0.054,0.867
0.017,0.162,0.821
0.156,0.195,0.649
0.207,0.034,0.759
0.021,0.071,0.908
0.086,0.063,0.851
0.116,0.023,0.861
0.065,0.072,0.863
0.09,0.164,0.746
0.152,0.127,0.721
0.074,0.117,0.809
0.161,0.176,0.663
0.101,0.166,0.733
0.184,0.118,0.698
0.055,0.187,0.758
0.211,0.162,0.627
0.113,0.183,0.704
0.091,0.157,0.752
0.074,0.047,0.879
0.159,0.095,0.746
0.198,0.157,0.645
0.117,0.139,0.744
0.126,0.058,0.816
0.182,0.149,0.669
0.22,0.048,0.732
0.15,0.158,0.692
0.08,0.118,0.802
0.095,0.15,0.755
0.204,0.119,0.677
0.074,0.092,0.834
0.095,0.053,0.852
0.036,0.014,0.95
0.122,0.161,0.717
0.178,0.022,0.8
0.041,0.052,0.907
0.091,0.165,0.744
0.044,0.099,0.857
0.217,0.077,0.706
0.05,0.202,0.748
0.053,0.117,0.83
0.075,0.104,0.821
0.159,0.011,0.83
0.206,0.178,0.616
0.031,0.15,0.819
0.142,0.077,0.781
0.209,0.16,0.631
0.208,0.11,0.682
0.182,0.164,0.654
0.142,0.097,0.761
0.102,0.037,0.861
0.098,0.13,0.772
0.07,0.099,0.831
0.157,0.139,0.704
0.058,0.097,0.845
0.201,0.203,0.596
0.049,0.078,0.873
0.193,0.011,0.796
0.112,0.033,0.855
0.145,0.03,0.825
0.186,0.092,0.722
0.146,0.075,0.779
0.208,0.149,0.643
0.171,0.159,0.67
0.22,0.091,0.689
0.154,0.078,0.768
0.129,0.055,0.816
0.062,0.102,0.836
0.014,0.044,0.942
0.065,0.07,0.865
0.031,0.074,0.895
0.081,0.208,0.711
0.019,0.208,0.773
0.206,0.189,0.605
0.166,0.063,0.771
0.141,0.082,0.777
0.19,0.075,0.735
0.08,0.149,0.771
0.138,0.081,0.781
0.078,0.138,0.784
0.046,0.052,0.902
0.012,0.069,0.919
0.021,0.165,0.814
0.182,0.047,0.771
0.123,0.08,0.797
0.086,0.172,0.742
0.156,0.058,0.786
0.095,0.102,0.803
0.022,0.082,0.896
0.197,0.166,0.637
0.139,0.015,0.846
0.107,0.201,0.692
0.191,0.114,0.695
0.058,0.136,0.806
0.121,0.191,0.688
0.081,0.08,0.839
0.19,0.022,0.788
0.105,0.05,0.845
0.166,0.158,0.676
0.071,0.093,0.836
0.133,0.021,0.846
0.106,0.085,0.809
0.119,0.023,0.858
0.05,0.191,0.759
0.211,0.192,0.597
0.116,0.118,0.766
0.022,0.129,0.849
0.216,0.05,0.734
0.134,0.21,0.656
0.181,0.058,0.761
0.128,0.158,0.714
0.088,0.058,0.854
0.207,0.158,0.635
0.048,0.165,0.787
0.139,0.07,0.791
0.145,0.16,0.695
0.039,0.198,0.763
0.075,0.033,0.892
0.121,0.182,0.697
0.025,0.197,0.778
0.033,0.158,0.809
0.168,0.022,0.81
0.202,0.145,0.653
0.058,0.154,0.788
0.047,0.174,0.779
0.015,0.043,0.942
0.055,0.085,0.86
0.146,0.207,0.647
0.136,0.05,0.814
0.054,0.125,0.821
0.055,0.053,0.892
0.085,0.076,0.839
0.04,0.13,0.83
0.186,0.158,0.656
0.211,0.088,0.701
0.127,0.031,0.842
0.141,0.152,0.707
0.033,0.128,0.839
0.085,0.092,0.823
0.195,0.186,0.619
0.212,0.041,0.747
0.148,0.013,0.839
0.034,0.117,0.849
0.035,0.192,0.773
0.107,0.109,0.784
0.195,0.064,0.741
0.141,0.177,0.682
0.166,0.185,0.649
0.196,0.047,0.757
0.038,0.141,0.821
0.194,0.11,0.696
0.02,0.024,0.956
0.097,0.201,0.702
0.05,0.103,0.847
0.168,0.192,0.64
0.198,0.135,0.667
0.034,0.124,0.842
0.133,0.156,0.711
0.039,0.16,0.801
0.037,0.138,0.825
0.205,0.058,0.737
0.109,0.177,0.714
0.1,0.146,0.754
0.087,0.084,0.829
0.183,0.136,0.681
0.184,0.091,0.725
0.039,0.05,0.911
0.029,0.19,0.781
0.115,0.139,0.746
0.048,0.166,0.786
0.137,0.104,0.759
0.201,0.162,0.637
0.13,0.067,0.803
0.095,0.042,0.863
0.11,0.127,0.763
0.149,0.052,0.799
0.067,0.13,0.803
0.206,0.153,0.641
0.123,0.13,0.747
0.16,0.188,0.652
0.071,0.111,0.818
0.167,0.07,0.763
0.2,0.083,0.717
0.109,0.052,0.839
0.164,0.043,0.793
0.099,0.063,0.838
0.038,0.082,0.88
0.198,0.023,0.779
0.028,0.038,0.934
0.035,0.046,0.919
0.103,0.161,0.736
0.026,0.125,0.849
0.138,0.211,0.651
0.16,0.189,0.651
0.168,0.2,0.632
0.131,0.203,0.666
0.065,0.076,0.859
0.166,0.094,0.74
0.077,0.077,0.846
0.052,0.203,0.745
0.074,0.08,0.846
0.195,0.19,0.615
0.19,0.186,0.624
0.105,0.042,0.853
0.057,0.043,0.9
0.027,0.169,0.804
0.141,0.161,0.698
0.193,0.157,0.65
0.041,0.103,0.856
0.106,0.128,0.766
0.039,0.203,0.758
0.189,0.06,0.751
0.091,0.023,0.886
0.105,0.116,0.779
0.082,0.173,0.745
0.041,0.124,0.835
0.085,0.178,0.737
0.035,0.061,0.904
0.171,0.209,0.62
0.077,0.15,0.773
0.207,0.139,0.654
0.19,0.205,0.605
0.088,0.116,0.796
0.199,0.148,0.653
0.023,0.193,0.784
0.18,0.024,0.796
0.134,0.021,0.845
0.077,0.048,0.875
0.113,0.129,0.758
0.179,0.183,0.638
0.096,0.214,0.69
0.177,0.041,0.782
0.012,0.075,0.913
0.204,0.149,0.647
0.035,0.041,0.924
0.099,0.101,0.8
0.035,0.023,0.942
0.196,0.08,0.724
0.073,0.032,0.895
0.186,0.071,0.743
0.12,0.176,0.704
0.157,0.035,0.808
0.134,0.122,0.744
0.147,0.155,0.698
0.022,0.176,0.802
0.135,0.19,0.675
0.155,0.172,0.673
0.056,0.202,0.742
0.194,0.043,0.763
0.066,0.116,0.818
0.024,0.095,0.881
0.111,0.034,0.855
0.143,0.025,0.832
0.127,0.135,0.738
0.174,0.031,0.795
0.14,0.023,0.837
0.042,0.193,0.765
0.198,0.044,0.758
0.063,0.188,0.749
0.109,0.079,0.812
0.182,0.069,0.749
0.146,0.026,0.828
0.183,0.095,0.722
0.153,0.207,0.64
0.051,0.187,0.762
0.077,0.015,0.908
0.115,0.031,0.854
0.136,0.032,0.832
0.182,0.21,0.608
0.104,0.165,0.731
0.165,0.157,0.678
0.104,0.032,0.864
0.156,0.181,0.663
0.085,0.191,0.724
0.182,0.025,0.793
0.072,0.012,0.916
0.123,0.059,0.818
0.199,0.075,0.726
0.188,0.147,0.665
0.19,0.123,0.687
0.153,0.085,0.762
0.14,0.042,0.818
0.142,0.2,0.658
0.066,0.089,0.845
0.175,0.182,0.643
0.214,0.052,0.734
0.147,0.156,0.697
0.048,0.039,0.913
0.045,0.209,0.746
0.07,0.133,0.797
0.14,0.139,0.721
0.202,0.173,0.625
0.167,0.15,0.683
0.04,0.195,0.765
0.074,0.199,0.727
0.147,0.187,0.666
0.121,0.032,0.847
0.103,0.105,0.792
0.097,0.11,0.793
0.134,0.028,0.838
0.148,0.209,0.643
0.212,0.187,0.601
0.192,0.087,0.721
0.053,0.158,0.789
0.117,0.183,0.7
0.04,0.107,0.853
0.169,0.102,0.729
0.148,0.011,0.841
0.038,0.129,0.833
0.131,0.196,0.673
0.117,0.062,0.821
0.141,0.074,0.785
0.125,0.024,0.851
0.026,0.037,0.937
0.079,0.073,0.848
0.121,0.034,0.845
0.069,0.128,0.803
0.132,0.178,0.69
0.132,0.087,0.781
0.17,0.193,0.637
0.181,0.114,0.705
0.117,0.091,0.792
0.042,0.203,0.755
0.08,0.028,0.892
0.18,0.018,0.802
0.165,0.03,0.805
0.168,0.17,0.662
0.11,0.054,0.836
0.057,0.058,0.885
0.102,0.103,0.795
0.011,0.124,0.865
0.193,0.198,0.609
0.142,0.208,0.65
0.194,0.208,0.598
0.041,0.073,0.886
0.177,0.084,0.739
0.107,0.168,0.725
0.123,0.068,0.809
0.175,0.201,0.624
0.16,0.138,0.702
0.205,0.025,0.77
0.11,0.056,0.834
0.177,0.07,0.753
0.048,0.057,0.895
0.069,0.215,0.716
0.193,0.166,0.641
0.039,0.117,0.844
0.109,0.209,0.682
0.044,0.161,0.795
0.023,0.075,0.902
0.12,0.027,0.853
0.141,0.152,0.707
0.084,0.174,0.742
0.022,0.177,0.801
0.019,0.021,0.96
0.098,0.027,0.875
0.215,0.109,0.676
0.062,0.14,0.798
0.062,0.016,0.922
0.048,0.148,0.804
0.085,0.045,0.87
0.08,0.217,0.703
0.015,0.09,0.895
0.175,0.011,0.814
0.098,0.199,0.703
0.106,0.059,0.835
0.095,0.054,0.851
0.036,0.096,0.868
0.176,0.173,0.651
0.091,0.204,0.705
0.114,0.163,0.723
0.158,0.137,0.705
0.039,0.155,0.806
0.085,0.058,0.857
0.201,0.12,0.679
0.203,0.207,0.59
0.18,0.128,0.692
0.141,0.03,0.829
0.158,0.111,0.731
0.157,0.099,0.744
0.121,0.184,0.695
0.206,0.152,0.642
0.046,0.032,0.922
0.166,0.066,0.768
0.159,0.026,0.815
0.171,0.113,0.716
0.026,0.218,0.756
0.119,0.153,0.728
0.025,0.068,0.907
0.164,0.139,0.697
0.105,0.156,0.739
0.072,0.055,0.873
0.197,0.115,0.688
0.089,0.046,0.865
0.098,0.151,0.751
0.099,0.203,0.698
0.16,0.019,0.821
0.212,0.03,0.758
0.087,0.043,0.87
0.135,0.03,0.835
0.077,0.076,0.847
0.028,0.111,0.861
0.075,0.072,0.853
0.137,0.086,0.777
0.21,0.141,0.649
0.074,0.073,0.853
0.14,0.104,0.756
0.198,0.046,0.756
0.147,0.089,0.764
0.125,0.183,0.692
0.086,0.101,0.813
0.045,0.099,0.856
0.185,0.077,0.738
0.085,0.17,0.745
0.046,0.043,0.911
0.148,0.069,0.783
0.203,0.072,0.725
0.075,0.025,0.9
0.07,0.087,0.843
0.197,0.088,0.715
0.07,0.122,0.808
0.033,0.065,0.902
0.137,0.048,0.815
0.135,0.21,0.655
0.191,0.159,0.65
0.11,0.131,0.759
0.182,0.033,0.785
0.205,0.173,0.622
0.032,0.11,0.858
0.166,0.043,0.791
0.18,0.161,0.659
0.206,0.138,0.656
0.096,0.159,0.745
0.197,0.136,0.667
0.041,0.172,0.787
0.089,0.167,0.744
0.199,0.154,0.647
0.162,0.108,0.73
0.067,0.031,0.902
0.199,0.08,0.721
0.053,0.143,0.804
0.158,0.015,0.827
0.077,0.043,0.88
0.064,0.055,0.881
0.218,0.184,0.598
0.123,0.073,0.804
0.059,0.173,0.768
0.125,0.163,0.712
0.048,0.115,0.837
0.099,0.134,0.767
0.189,0.129,0.682
0.139,0.137,0.724
0.218,0.143,0.639
0.181,0.123,0.696
0.082,0.093,0.825
0.154,0.062,0.784
0.106,0.103,0.791
0.122,0.022,0.856
0.166,0.127,0.707
0.142,0.038,0.82
0.196,0.046,0.758
0.147,0.161,0.692
0.089,0.095,0.816
0.132,0.044,0.824
0.183,0.044,0.773
0.168,0.167,0.665
0.191,0.199,0.61
0.155,0.17,0.675
0.086,0.152,0.762
0.133,0.187,0.68
0.079,0.203,0.718
0.035,0.058,0.907
0.04,0.143,0.817
0.189,0.064,0.747
0.081,0.094,0.825
0.023,0.197,0.78
0.11,0.161,0.729
0.085,0.131,0.784
0.126,0.1,0.774
0.173,0.066,0.761
0.147,0.032,0.821
0.096,0.112,0.792
0.073,0.017,0.91
0.101,0.033,0.866
0.088,0.17,0.742
0.167,0.162,0.671
0.053,0.125,0.822
0.206,0.137,0.657
0.073,0.066,0.861
0.073,0.216,0.711
0.131,0.19,0.679
0.024,0.046,0.93
0.179,0.056,0.765
0.196,0.176,0.628
0.163,0.191,0.646
